ticket_id,customer_id,created_at,resolved_at,channel,category,subcategory,customer_tier,first_response_time_mins,resolution_time_hours,csat_score,ticket_status,ticket_text
TKT-11962,CUS-001642,2026-05-24 20:58:11,2026-05-26 17:26:23,Email,Delivery Delay,Missing Items,Free,64,44.47,,Closed,Some items were missing when my order arrived. I have already tried again several times.
TKT-11963,CUS-000080,2026-07-26 13:02:41,2026-07-27 14:41:05,WhatsApp,Delivery Delay,Missing Items,Premium,78,25.64,,Resolved,Some items were missing when my order arrived.
TKT-11964,CUS-000694,2026-05-30 06:24:54,2026-05-31 17:30:18,Social Media,App Bug,App Crash,Premium,22,35.09,2,Resolved,The app closes every time I try to complete this action. This has been very frustrating.
TKT-11965,CUS-001468,2026-06-01 09:51:46,2026-06-01 12:16:58,In-App Chat,Account Access,Password Reset,Premium,13,2.42,4,Closed,I need help resetting my password. Please let me know what information you need.
TKT-11966,CUS-000306,2026-05-25 09:48:11,,In-App Chat,App Bug,App Crash,Premium,11,,1,Open,The app closes every time I try to complete this action. This is disrupting what I need to do.
TKT-11967,CUS-000949,2026-06-03 15:44:26,2026-06-04 16:19:13,Email,Billing/Refunds,Incorrect Amount,Premium,26,24.58,,Closed,The amount on my bill does not match what I expected. This is disrupting what I need to do.
TKT-11968,CUS-000866,2026-08-02 13:11:47,2026-08-03 00:28:35,In-App Chat,Delivery Delay,Late Delivery,Free,42,11.28,4,Resolved,My order is later than the delivery estimate.
TKT-11969,CUS-001362,2026-07-10 05:35:39,2026-07-10 16:15:15,Email,Billing/Refunds,Duplicate Charge,Free,36,10.66,,Resolved,I was charged twice for the same transaction.
TKT-11970,CUS-001536,2026-07-07 12:34:14,2026-07-08 08:24:02,WhatsApp,App Bug,App Crash,Premium,4,19.83,3,Closed,The app closes every time I try to complete this action. I have already tried again several times.
TKT-11971,CUS-000445,2026-07-04 07:12:14,2026-07-07 12:32:38,Email,App Bug,Notification Error,Premium,31,77.34,2,Escalated,The notifications are delayed or showing the wrong information. This has been very frustrating.
TKT-11972,CUS-001160,2026-06-29 04:08:19,2026-06-30 09:26:19,In-App Chat,Billing/Refunds,Incorrect Amount,Free,38,29.3,2,Resolved,The amount on my bill does not match what I expected. Please resolve this as soon as possible.
TKT-11973,CUS-000904,2026-05-21 18:07:17,2026-05-23 18:18:41,Social Media,Billing/Refunds,Duplicate Charge,Free,30,48.19,3,Resolved,I was charged twice for the same transaction.
TKT-11974,CUS-001123,2026-06-24 21:04:47,,Social Media,App Bug,Login Timeout,Premium,22,,1,Open,I keep getting timed out when I try to sign in. This is disrupting what I need to do.
TKT-11975,CUS-000357,2026-06-04 12:52:49,2026-06-05 09:23:25,In-App Chat,Feature Request,Dark Mode,Free,11,20.51,4,Resolved,I like the app and would find a dark mode option useful. I would be happy to use this feature.
TKT-11976,CUS-000463,2026-06-04 14:48:08,2026-06-04 23:05:31,Email,Account Access,Account Locked,Free,144,8.29,,Resolved,My account is locked and I cannot get back in. Please let me know what information you need.
TKT-11977,CUS-000908,2026-06-08 20:24:17,2026-06-12 05:51:17,Email,App Bug,Page Not Loading,Premium,51,81.45,1,Resolved,The page is stuck loading and I cannot continue.
TKT-11978,CUS-000003,2026-06-14 05:45:22,2026-06-14 17:07:34,WhatsApp,Billing/Refunds,Duplicate Charge,Free,34,11.37,3,Resolved,I was charged twice for the same transaction. Please resolve this as soon as possible.
TKT-11979,CUS-001206,2026-08-03 09:01:29,2026-08-03 11:46:29,In-App Chat,Account Access,Verification Code Missing,Free,26,2.75,4,Resolved,The verification code has not arrived yet.
TKT-11980,CUS-000295,2026-07-07 08:12:43,2026-07-08 04:58:19,In-App Chat,Billing/Refunds,Refund Pending,Free,10,20.76,3,Closed,My refund is still pending and I need an update. I have already tried again several times.
TKT-11981,CUS-001565,2026-07-07 06:58:53,2026-07-08 00:55:17,Email,Account Access,Account Locked,Free,32,17.94,3,Closed,My account is locked and I cannot get back in. Could someone advise me on the next step?
TKT-11982,CUS-001443,2026-08-02 13:33:24,2026-08-03 12:53:12,In-App Chat,Delivery Delay,Tracking Not Updated,Premium,10,23.33,3,Closed,The tracking status has not changed for a while. This has been very frustrating.
TKT-11983,CUS-001046,2026-06-19 11:45:12,2026-06-20 09:52:24,Email,App Bug,Login Timeout,Free,102,22.12,2,Closed,I keep getting timed out when I try to sign in.
TKT-11984,CUS-001498,2026-07-04 18:36:57,2026-07-05 17:30:21,Social Media,App Bug,Login Timeout,Free,61,22.89,3,Resolved,I keep getting timed out when I try to sign in. Please resolve this as soon as possible.
TKT-11985,CUS-001646,2026-07-23 06:26:51,2026-07-23 20:18:27,In-App Chat,Billing/Refunds,Incorrect Amount,Free,18,13.86,,Resolved,The amount on my bill does not match what I expected.
TKT-11986,CUS-001302,2026-07-12 01:17:08,2026-07-12 15:08:44,Email,Billing/Refunds,Refund Pending,Free,118,13.86,3,Resolved,My refund is still pending and I need an update. Please resolve this as soon as possible.
TKT-11987,CUS-001051,2026-08-09 03:01:39,2026-08-11 23:59:51,WhatsApp,App Bug,Page Not Loading,Free,81,68.97,2,Resolved,The page is stuck loading and I cannot continue.
TKT-11988,CUS-000752,2026-06-07 14:12:36,2026-06-08 05:40:12,Email,Feature Request,Dark Mode,Free,70,15.46,4,Closed,"I like the app and would find a dark mode option useful. The service has been useful overall, so this would be a great addition."
TKT-11989,CUS-001370,2026-06-10 22:48:07,2026-06-14 06:15:43,Email,Billing/Refunds,Duplicate Charge,Free,90,79.46,,Resolved,I was charged twice for the same transaction. I have already tried again several times.
TKT-11990,CUS-001179,2026-07-17 02:55:56,2026-07-17 09:36:44,Email,Account Access,Profile Update Failed,Free,65,6.68,4,Closed,I cannot save the changes to my profile. Could someone advise me on the next step?
TKT-11991,CUS-000789,2026-07-28 10:12:09,2026-07-28 22:24:45,In-App Chat,Account Access,Profile Update Failed,Free,21,12.21,4,Resolved,I cannot save the changes to my profile.
TKT-11992,CUS-000829,2026-06-17 05:19:56,2026-06-18 13:48:44,In-App Chat,Billing/Refunds,Payment Failed,Free,26,32.48,,Resolved,My payment keeps failing even though my details are correct. This has been very frustrating.
TKT-11993,CUS-000403,2026-07-08 16:46:31,2026-07-10 16:11:43,Social Media,Billing/Refunds,Refund Pending,Free,124,47.42,2,Resolved,My refund is still pending and I need an update. Please resolve this as soon as possible.
TKT-11994,CUS-001334,2026-06-17 03:19:24,2026-06-18 19:46:24,Email,App Bug,Notification Error,Free,131,40.45,1,Resolved,The notifications are delayed or showing the wrong information. This has been very frustrating.
TKT-11995,CUS-001475,2026-05-18 03:52:58,2026-05-18 23:42:46,In-App Chat,Account Access,Verification Code Missing,Free,38,19.83,3,Closed,The verification code has not arrived yet.
TKT-11996,CUS-000032,2026-06-13 23:35:38,2026-06-19 05:47:02,In-App Chat,App Bug,Notification Error,Free,17,126.19,1,Escalated,The notifications are delayed or showing the wrong information. I have already tried again several times.
TKT-11997,CUS-000202,2026-08-01 10:26:41,2026-08-01 21:39:53,WhatsApp,Delivery Delay,Wrong Delivery Address,Free,19,11.22,,Resolved,The delivery address shown for my order is incorrect. This is disrupting what I need to do.
TKT-11998,CUS-001646,2026-07-17 12:32:34,2026-07-18 20:54:46,In-App Chat,Delivery Delay,Missing Items,Premium,13,32.37,2,Closed,Some items were missing when my order arrived. I have already tried again several times.
TKT-11999,CUS-000330,2026-06-17 08:12:39,2026-06-18 08:28:15,Social Media,Delivery Delay,Tracking Not Updated,Free,93,24.26,,Closed,The tracking status has not changed for a while. This is disrupting what I need to do.
TKT-12000,CUS-001239,2026-05-21 17:46:25,2026-05-22 00:59:01,Email,Feature Request,Notification Controls,Premium,99,7.21,4,Resolved,Please add more control over which notifications I receive. I would be happy to use this feature.
TKT-12001,CUS-000807,2026-07-23 21:38:55,2026-07-24 23:35:55,Email,Delivery Delay,Missing Items,Premium,7,25.95,,Resolved,Some items were missing when my order arrived.
TKT-12002,CUS-000859,2026-05-21 17:25:25,2026-05-23 05:28:25,In-App Chat,Delivery Delay,Wrong Delivery Address,Free,105,36.05,3,Resolved,The delivery address shown for my order is incorrect.
TKT-12003,CUS-000196,2026-07-18 11:23:26,2026-07-19 03:21:02,In-App Chat,Delivery Delay,Missing Items,Free,30,15.96,4,Resolved,Some items were missing when my order arrived. Please resolve this as soon as possible.
TKT-12004,CUS-000246,2026-07-05 17:31:26,2026-07-07 14:42:50,Email,Delivery Delay,Missing Items,Free,131,45.19,2,Escalated,Some items were missing when my order arrived. This has been very frustrating.
TKT-12005,CUS-000964,2026-06-28 12:51:42,2026-06-28 22:18:42,Social Media,Delivery Delay,Tracking Not Updated,Free,15,9.45,,Resolved,The tracking status has not changed for a while. This has been very frustrating.
TKT-12006,CUS-000637,2026-06-16 14:39:24,2026-06-16 19:29:48,In-App Chat,Feature Request,Export Data,Free,20,4.84,4,Resolved,Could you add a way to export my account data?
TKT-12007,CUS-001344,2026-06-22 07:20:31,2026-06-23 20:19:19,Email,App Bug,Notification Error,Free,124,36.98,,Closed,The notifications are delayed or showing the wrong information.
TKT-12008,CUS-001633,2026-08-10 14:08:36,2026-08-11 02:05:00,Email,Account Access,Password Reset,Premium,16,11.94,,Resolved,I need help resetting my password. Please let me know what information you need.
TKT-12009,CUS-001369,2026-06-30 20:32:00,2026-07-01 04:33:48,In-App Chat,Account Access,Profile Update Failed,Free,4,8.03,3,Closed,I cannot save the changes to my profile.
TKT-12010,CUS-000693,2026-06-16 08:46:59,2026-06-18 00:30:11,Email,Delivery Delay,Wrong Delivery Address,Premium,42,39.72,,Resolved,The delivery address shown for my order is incorrect. I have already tried again several times.
TKT-12011,CUS-000808,2026-06-11 18:53:46,2026-06-12 20:20:46,In-App Chat,App Bug,Login Timeout,Premium,10,25.45,2,Resolved,I keep getting timed out when I try to sign in.
TKT-12012,CUS-000288,2026-07-23 16:47:29,2026-07-24 11:35:29,Email,Delivery Delay,Wrong Delivery Address,Free,182,18.8,3,Resolved,The delivery address shown for my order is incorrect.
TKT-12013,CUS-001161,2026-07-12 07:02:22,2026-07-12 19:09:34,In-App Chat,Delivery Delay,Missing Items,Enterprise,3,12.12,,Resolved,Some items were missing when my order arrived. I have already tried again several times.
TKT-12014,CUS-000752,2026-07-10 17:27:13,2026-07-11 09:58:25,Email,Feature Request,New Payment Option,Enterprise,12,16.52,5,Resolved,It would be helpful to have another payment option.
TKT-12015,CUS-001439,2026-06-15 22:30:59,2026-06-16 18:25:35,In-App Chat,Billing/Refunds,Duplicate Charge,Free,36,19.91,,Closed,I was charged twice for the same transaction. I have already tried again several times.
TKT-12016,CUS-001102,2026-06-27 15:20:44,2026-06-28 15:14:44,Email,Delivery Delay,Tracking Not Updated,Free,141,23.9,3,Closed,The tracking status has not changed for a while. I have already tried again several times.
TKT-12017,CUS-000316,2026-05-19 14:41:18,2026-05-20 09:26:18,Email,Delivery Delay,Late Delivery,Free,48,18.75,4,Closed,My order is later than the delivery estimate.
TKT-12018,CUS-000695,2026-05-31 07:31:26,2026-05-31 17:28:26,WhatsApp,Feature Request,Notification Controls,Free,60,9.95,5,Resolved,Please add more control over which notifications I receive. Thanks for considering the suggestion.
TKT-12019,CUS-001146,2026-08-07 06:58:56,,Email,Feature Request,New Payment Option,Free,54,,3,Open,It would be helpful to have another payment option. Thanks for considering the suggestion.
TKT-12020,CUS-001441,2026-08-02 23:59:46,2026-08-03 08:35:46,WhatsApp,Account Access,Password Reset,Free,34,8.6,,Resolved,I need help resetting my password. Thank you for checking this for me.
TKT-12021,CUS-000600,2026-07-26 05:50:05,2026-07-28 02:09:17,In-App Chat,Account Access,Account Locked,Free,35,44.32,4,Escalated,My account is locked and I cannot get back in. Thank you for checking this for me.
TKT-12022,CUS-001129,2026-06-07 06:04:26,2026-06-08 10:24:50,In-App Chat,Billing/Refunds,Payment Failed,Premium,18,28.34,,Closed,My payment keeps failing even though my details are correct. This has been very frustrating.
TKT-12023,CUS-000322,2026-06-13 19:50:13,2026-06-14 19:01:01,In-App Chat,Feature Request,New Payment Option,Free,28,23.18,5,Closed,It would be helpful to have another payment option.
TKT-12024,CUS-001519,2026-07-06 15:51:54,2026-07-07 23:20:06,Email,Billing/Refunds,Incorrect Amount,Free,38,31.47,,Resolved,The amount on my bill does not match what I expected.
TKT-12025,CUS-000959,2026-06-09 05:35:46,2026-06-11 15:44:46,Email,Delivery Delay,Late Delivery,Free,23,58.15,,Closed,My order is later than the delivery estimate.
TKT-12026,CUS-001291,2026-06-30 10:10:13,2026-07-01 03:55:49,WhatsApp,Delivery Delay,Late Delivery,Premium,14,17.76,,Closed,My order is later than the delivery estimate. I have already tried again several times.
TKT-12027,CUS-000674,2026-06-11 15:51:02,2026-06-12 15:56:26,Email,App Bug,Login Timeout,Premium,62,24.09,2,Resolved,I keep getting timed out when I try to sign in.
TKT-12028,CUS-001585,2026-06-08 05:43:25,2026-06-10 11:12:49,Email,Billing/Refunds,Duplicate Charge,Free,98,53.49,2,Closed,I was charged twice for the same transaction. Please resolve this as soon as possible.
TKT-12029,CUS-001211,2026-07-13 08:50:29,2026-07-14 04:18:41,In-App Chat,Billing/Refunds,Incorrect Amount,Premium,12,19.47,3,Resolved,The amount on my bill does not match what I expected. This is disrupting what I need to do.
TKT-12030,CUS-000280,2026-06-10 11:44:24,2026-06-11 15:56:24,In-App Chat,Delivery Delay,Missing Items,Free,23,28.2,2,Resolved,Some items were missing when my order arrived. This has been very frustrating.
TKT-12031,CUS-000908,2026-07-21 23:51:13,2026-07-23 11:33:13,WhatsApp,Account Access,Verification Code Missing,Premium,19,35.7,4,Closed,The verification code has not arrived yet. Please let me know what information you need.
TKT-12032,CUS-000463,2026-05-28 08:28:07,2026-05-30 02:46:43,In-App Chat,Billing/Refunds,Refund Pending,Free,12,42.31,2,Escalated,My refund is still pending and I need an update. I have already tried again several times.
TKT-12033,CUS-001407,2026-07-27 19:40:51,2026-07-29 23:01:51,In-App Chat,Delivery Delay,Late Delivery,Free,37,51.35,3,Resolved,My order is later than the delivery estimate. I have already tried again several times.
TKT-12034,CUS-001324,2026-06-15 01:55:18,2026-06-15 19:30:05,WhatsApp,Billing/Refunds,Duplicate Charge,Premium,26,17.58,,Resolved,I was charged twice for the same transaction.
TKT-12035,CUS-000829,2026-07-22 19:27:54,2026-07-24 09:09:18,WhatsApp,Delivery Delay,Missing Items,Premium,12,37.69,3,Resolved,Some items were missing when my order arrived. This has been very frustrating.
TKT-12036,CUS-000520,2026-07-25 23:17:00,2026-07-27 17:57:48,Email,App Bug,App Crash,Premium,45,42.68,,Resolved,The app closes every time I try to complete this action.
TKT-12037,CUS-001434,2026-07-21 14:58:14,2026-07-23 07:18:02,In-App Chat,Billing/Refunds,Incorrect Amount,Free,8,40.33,3,Resolved,The amount on my bill does not match what I expected. I have already tried again several times.
TKT-12038,CUS-001432,2026-07-27 15:36:41,2026-07-28 13:02:29,WhatsApp,Billing/Refunds,Duplicate Charge,Premium,17,21.43,2,Resolved,I was charged twice for the same transaction. I have already tried again several times.
TKT-12039,CUS-000832,2026-07-02 15:32:45,2026-07-03 01:14:09,In-App Chat,Account Access,Account Locked,Free,21,9.69,,Closed,My account is locked and I cannot get back in. Thank you for checking this for me.
TKT-12040,CUS-001206,2026-07-25 01:45:20,2026-07-25 20:36:56,Email,App Bug,Notification Error,Premium,74,18.86,2,Resolved,The notifications are delayed or showing the wrong information.
TKT-12041,CUS-000493,2026-07-07 17:24:42,2026-07-08 10:49:18,In-App Chat,Delivery Delay,Missing Items,Premium,9,17.41,,Resolved,Some items were missing when my order arrived. This is disrupting what I need to do.
TKT-12042,CUS-000598,2026-06-11 03:54:07,2026-06-12 11:16:19,WhatsApp,App Bug,Page Not Loading,Free,58,31.37,2,Resolved,The page is stuck loading and I cannot continue. This is disrupting what I need to do.
TKT-12043,CUS-001590,2026-06-15 20:05:42,2026-06-17 11:05:06,WhatsApp,App Bug,Page Not Loading,Free,26,38.99,1,Resolved,The page is stuck loading and I cannot continue.
TKT-12044,CUS-001239,2026-06-13 09:11:47,2026-06-13 21:45:23,Email,Billing/Refunds,Incorrect Amount,Free,18,12.56,3,Resolved,The amount on my bill does not match what I expected.
TKT-12045,CUS-000137,2026-06-15 20:51:37,2026-06-17 08:13:13,In-App Chat,App Bug,Notification Error,Free,20,35.36,2,Resolved,The notifications are delayed or showing the wrong information.
TKT-12046,CUS-000762,2026-06-19 18:29:49,2026-06-20 23:08:49,Email,Feature Request,New Payment Option,Free,84,28.65,,Resolved,It would be helpful to have another payment option. Thanks for considering the suggestion.
TKT-12047,CUS-000672,2026-05-25 20:26:47,2026-05-27 21:40:35,In-App Chat,Billing/Refunds,Refund Pending,Free,25,49.23,1,Resolved,My refund is still pending and I need an update. I have already tried again several times.
TKT-12048,CUS-000407,2026-07-21 16:04:02,2026-07-22 09:05:50,WhatsApp,Feature Request,New Payment Option,Free,37,17.03,3,Closed,It would be helpful to have another payment option. I would be happy to use this feature.
TKT-12049,CUS-001646,2026-07-27 12:57:51,2026-08-06 12:57:51,In-App Chat,App Bug,Page Not Loading,Free,17,240.0,,Escalated,The page is stuck loading and I cannot continue. This is disrupting what I need to do.
TKT-12050,CUS-000243,2026-07-25 03:24:33,2026-07-25 23:46:45,In-App Chat,Billing/Refunds,Incorrect Amount,Free,19,20.37,,Resolved,The amount on my bill does not match what I expected. This has been very frustrating.
TKT-12051,CUS-000547,2026-06-23 05:50:55,2026-06-24 04:05:19,Social Media,Billing/Refunds,Incorrect Amount,Premium,10,22.24,3,Resolved,The amount on my bill does not match what I expected.
TKT-12052,CUS-001430,2026-07-12 07:14:30,2026-07-12 19:31:18,Email,Billing/Refunds,Payment Failed,Free,22,12.28,2,Resolved,My payment keeps failing even though my details are correct.
TKT-12053,CUS-000237,2026-07-12 12:16:00,2026-07-13 04:58:36,WhatsApp,Delivery Delay,Wrong Delivery Address,Free,31,16.71,3,Resolved,The delivery address shown for my order is incorrect. This is disrupting what I need to do.
TKT-12054,CUS-000636,2026-07-03 17:08:40,2026-07-04 19:05:40,In-App Chat,Account Access,Verification Code Missing,Premium,7,25.95,,Closed,The verification code has not arrived yet.
TKT-12055,CUS-001066,2026-06-09 16:52:52,2026-06-10 16:14:28,WhatsApp,App Bug,Login Timeout,Enterprise,11,23.36,,Closed,I keep getting timed out when I try to sign in. This has been very frustrating.
TKT-12056,CUS-000582,2026-07-09 20:49:34,2026-07-10 00:36:58,In-App Chat,Account Access,Verification Code Missing,Free,6,3.79,3,Resolved,The verification code has not arrived yet. I would appreciate an update when possible.
TKT-12057,CUS-000693,2026-07-10 08:02:54,2026-07-10 23:16:42,In-App Chat,Account Access,Verification Code Missing,Free,28,15.23,,Resolved,The verification code has not arrived yet. Please let me know what information you need.
TKT-12058,CUS-000908,2026-07-12 05:15:42,2026-07-12 22:31:18,Email,Feature Request,Notification Controls,Free,277,17.26,,Resolved,Please add more control over which notifications I receive. I would be happy to use this feature.
TKT-12059,CUS-001604,2026-08-10 10:51:07,2026-08-11 01:58:55,In-App Chat,Feature Request,Dark Mode,Enterprise,3,15.13,,Resolved,I like the app and would find a dark mode option useful. Thanks for considering the suggestion.
TKT-12060,CUS-001461,2026-07-14 10:10:15,,Email,Account Access,Account Locked,Premium,34,,3,Open,My account is locked and I cannot get back in.
TKT-12061,CUS-000203,2026-06-08 15:03:45,2026-06-09 00:43:57,In-App Chat,Delivery Delay,Missing Items,Premium,14,9.67,,Resolved,Some items were missing when my order arrived. Please resolve this as soon as possible.
TKT-12062,CUS-000948,2026-08-09 00:52:39,2026-08-09 16:28:39,In-App Chat,Delivery Delay,Late Delivery,Premium,14,15.6,3,Resolved,My order is later than the delivery estimate. I have already tried again several times.
TKT-12063,CUS-001105,2026-07-21 02:41:53,2026-07-23 02:50:53,Social Media,App Bug,Page Not Loading,Free,34,48.15,2,Resolved,The page is stuck loading and I cannot continue. This is disrupting what I need to do.
TKT-12064,CUS-000565,2026-05-20 14:14:40,2026-05-21 10:30:16,In-App Chat,Delivery Delay,Wrong Delivery Address,Free,12,20.26,,Resolved,The delivery address shown for my order is incorrect. I have already tried again several times.
TKT-12065,CUS-000453,2026-07-05 05:52:44,2026-07-06 11:10:07,Email,Billing/Refunds,Refund Pending,Premium,51,29.29,3,Resolved,My refund is still pending and I need an update. This has been very frustrating.
TKT-12066,CUS-000995,2026-06-11 15:37:25,2026-06-12 04:20:01,Social Media,Delivery Delay,Missing Items,Premium,6,12.71,3,Resolved,Some items were missing when my order arrived. I have already tried again several times.
TKT-12067,CUS-000700,2026-08-06 21:01:46,2026-08-07 14:39:34,In-App Chat,Feature Request,Export Data,Free,39,17.63,4,Resolved,Could you add a way to export my account data? Thanks for considering the suggestion.
TKT-12068,CUS-001519,2026-06-09 17:01:19,2026-06-10 21:26:31,Social Media,Billing/Refunds,Refund Pending,Free,34,28.42,3,Resolved,My refund is still pending and I need an update.
TKT-12069,CUS-000297,2026-08-03 03:58:18,2026-08-03 21:04:54,In-App Chat,Delivery Delay,Missing Items,Free,23,17.11,,Closed,Some items were missing when my order arrived.
TKT-12070,CUS-000076,2026-05-30 12:26:06,2026-05-30 22:34:30,Email,Feature Request,Notification Controls,Enterprise,9,10.14,5,Resolved,Please add more control over which notifications I receive. Everything else is working well for me.
TKT-12071,CUS-001514,2026-07-10 03:13:52,2026-07-11 01:58:52,In-App Chat,Billing/Refunds,Duplicate Charge,Free,56,22.75,,Resolved,I was charged twice for the same transaction.
TKT-12072,CUS-001508,2026-06-03 16:15:17,2026-06-04 20:32:40,WhatsApp,Account Access,Profile Update Failed,Premium,18,28.29,2,Escalated,I cannot save the changes to my profile. Please let me know what information you need.
TKT-12073,CUS-000703,2026-07-31 12:57:39,2026-08-01 11:49:15,Email,Feature Request,New Payment Option,Free,61,22.86,,Resolved,It would be helpful to have another payment option. I would be happy to use this feature.
TKT-12074,CUS-001273,2026-06-24 22:14:37,,Email,Feature Request,New Payment Option,Free,60,,4,Open,It would be helpful to have another payment option. Everything else is working well for me.
TKT-12075,CUS-001424,2026-06-14 05:15:28,,WhatsApp,Billing/Refunds,Incorrect Amount,Premium,14,,1,Open,The amount on my bill does not match what I expected. This has been very frustrating.
TKT-12076,CUS-000438,2026-07-10 16:30:33,2026-07-11 12:26:57,In-App Chat,App Bug,Notification Error,Free,102,19.94,3,Resolved,The notifications are delayed or showing the wrong information.
TKT-12077,CUS-001106,2026-06-06 21:48:50,2026-06-07 03:01:26,WhatsApp,Account Access,Profile Update Failed,Premium,7,5.21,,Resolved,I cannot save the changes to my profile.
TKT-12078,CUS-001240,2026-07-30 18:44:49,2026-08-01 09:23:13,Social Media,Billing/Refunds,Duplicate Charge,Premium,39,38.64,,Escalated,I was charged twice for the same transaction.
TKT-12079,CUS-000607,2026-07-08 08:01:42,2026-07-09 04:56:54,WhatsApp,App Bug,Page Not Loading,Premium,22,20.92,3,Resolved,The page is stuck loading and I cannot continue. Please resolve this as soon as possible.
TKT-12080,CUS-001593,2026-07-20 04:25:51,2026-07-22 05:07:15,WhatsApp,Billing/Refunds,Duplicate Charge,Free,87,48.69,3,Resolved,I was charged twice for the same transaction. This is disrupting what I need to do.
TKT-12081,CUS-001629,2026-07-17 01:05:04,2026-07-18 19:51:16,WhatsApp,Billing/Refunds,Duplicate Charge,Premium,23,42.77,4,Closed,I was charged twice for the same transaction. I have already tried again several times.
TKT-12082,CUS-000815,2026-07-15 18:20:45,2026-07-16 01:31:33,In-App Chat,Account Access,Profile Update Failed,Free,23,7.18,4,Resolved,I cannot save the changes to my profile. I would appreciate an update when possible.
TKT-12083,CUS-000137,2026-06-12 09:49:43,2026-06-13 19:46:07,WhatsApp,Account Access,Account Locked,Free,63,33.94,,Escalated,My account is locked and I cannot get back in.
TKT-12084,CUS-001536,2026-06-29 12:59:14,2026-06-30 02:32:14,WhatsApp,Account Access,Password Reset,Free,39,13.55,4,Closed,I need help resetting my password.
TKT-12085,CUS-000863,2026-07-15 06:49:52,2026-07-17 13:10:16,Email,Delivery Delay,Late Delivery,Free,119,54.34,3,Escalated,My order is later than the delivery estimate.
TKT-12086,CUS-000249,2026-06-15 07:51:16,2026-06-18 18:41:40,In-App Chat,App Bug,App Crash,Free,56,82.84,1,Closed,The app closes every time I try to complete this action.
TKT-12087,CUS-001228,2026-05-27 22:18:54,2026-05-29 03:18:54,WhatsApp,App Bug,App Crash,Free,36,29.0,,Closed,The app closes every time I try to complete this action. Please resolve this as soon as possible.
TKT-12088,CUS-001160,2026-07-06 20:25:07,2026-07-08 01:46:43,In-App Chat,Billing/Refunds,Payment Failed,Free,18,29.36,3,Resolved,My payment keeps failing even though my details are correct.
TKT-12089,CUS-000250,2026-08-05 09:50:19,,Email,Billing/Refunds,Incorrect Amount,Free,50,,2,Open,The amount on my bill does not match what I expected.
TKT-12090,CUS-000471,2026-07-19 11:14:58,,Email,App Bug,Login Timeout,Free,98,,,Open,I keep getting timed out when I try to sign in. I have already tried again several times.
TKT-12091,CUS-001449,2026-06-05 02:44:35,2026-06-06 12:38:35,In-App Chat,Billing/Refunds,Duplicate Charge,Free,13,33.9,2,Escalated,I was charged twice for the same transaction. Please resolve this as soon as possible.
TKT-12092,CUS-001629,2026-08-10 03:40:04,2026-08-10 19:46:04,Social Media,Billing/Refunds,Payment Failed,Premium,16,16.1,3,Closed,My payment keeps failing even though my details are correct. Please resolve this as soon as possible.
TKT-12093,CUS-000693,2026-07-28 22:35:50,2026-07-30 11:01:38,In-App Chat,Billing/Refunds,Duplicate Charge,Free,13,36.43,3,Closed,I was charged twice for the same transaction. This is disrupting what I need to do.
TKT-12094,CUS-000242,2026-06-13 09:58:56,2026-06-13 17:41:32,Social Media,Account Access,Password Reset,Free,59,7.71,4,Resolved,I need help resetting my password. Could someone advise me on the next step?
TKT-12095,CUS-000600,2026-05-28 14:14:30,2026-05-29 07:09:06,WhatsApp,Account Access,Account Locked,Premium,10,16.91,2,Escalated,My account is locked and I cannot get back in.
TKT-12096,CUS-000834,2026-07-11 12:25:22,2026-07-11 20:16:58,In-App Chat,Feature Request,Notification Controls,Enterprise,2,7.86,4,Resolved,Please add more control over which notifications I receive.
TKT-12097,CUS-000517,2026-06-12 22:26:42,2026-06-14 22:57:18,Social Media,Delivery Delay,Tracking Not Updated,Premium,10,48.51,2,Resolved,The tracking status has not changed for a while.
TKT-12098,CUS-001024,2026-06-30 03:52:01,2026-06-30 07:46:01,In-App Chat,Account Access,Password Reset,Premium,7,3.9,5,Resolved,I need help resetting my password. Could someone advise me on the next step?
TKT-12099,CUS-000012,2026-07-12 20:02:05,2026-07-13 07:29:05,WhatsApp,Billing/Refunds,Incorrect Amount,Enterprise,4,11.45,3,Closed,The amount on my bill does not match what I expected. Please resolve this as soon as possible.
TKT-12100,CUS-001374,2026-06-02 01:15:58,2026-06-02 08:07:34,WhatsApp,Account Access,Profile Update Failed,Free,39,6.86,4,Closed,I cannot save the changes to my profile. I would appreciate an update when possible.
TKT-12101,CUS-001422,2026-07-29 01:38:55,2026-07-29 20:10:43,In-App Chat,Billing/Refunds,Payment Failed,Enterprise,3,18.53,3,Resolved,My payment keeps failing even though my details are correct. Please resolve this as soon as possible.
TKT-12102,CUS-001324,2026-06-30 04:17:47,2026-07-01 12:12:59,Social Media,App Bug,App Crash,Enterprise,9,31.92,,Resolved,The app closes every time I try to complete this action. Please resolve this as soon as possible.
TKT-12103,CUS-000522,2026-05-28 21:10:37,2026-05-30 23:08:13,Email,App Bug,Notification Error,Free,98,49.96,,Resolved,The notifications are delayed or showing the wrong information.
TKT-12104,CUS-001062,2026-06-16 14:11:54,2026-06-18 15:46:41,Email,App Bug,App Crash,Premium,54,49.58,,Resolved,The app closes every time I try to complete this action.
TKT-12105,CUS-000616,2026-06-01 23:25:40,2026-06-03 02:20:52,Social Media,App Bug,App Crash,Premium,6,26.92,3,Resolved,The app closes every time I try to complete this action.
